,,,prediction,confidence,,goundtruth
D:/UrbanSound8K_All4Eval/144068-5-4-0.wav,0.010220051,4,engine_idling,0.671718121,0.26%,5
D:/UrbanSound8K_All4Eval/144068-5-4-1.wav,0.025228739,4,engine_idling,0.63175863,0.63%,5
D:/UrbanSound8K_All4Eval/144068-5-4-2.wav,0.020037889,4,engine_idling,0.612218678,0.50%,5
D:/UrbanSound8K_All4Eval/144068-5-4-3.wav,0.020178318,4,engine_idling,0.594065607,0.50%,5
D:/UrbanSound8K_All4Eval/144068-5-4-4.wav,0.024992228,4,engine_idling,0.690226316,0.62%,5
D:/UrbanSound8K_All4Eval/144068-5-4-5.wav,0.019945383,4,engine_idling,0.69673866,0.50%,5
D:/UrbanSound8K_All4Eval/144068-5-4-6.wav,0.017650127,4,engine_idling,0.516907215,0.44%,5
D:/UrbanSound8K_All4Eval/144068-5-4-7.wav,0.030013561,4,engine_idling,0.64406085,0.75%,5
D:/UrbanSound8K_All4Eval/144068-5-4-8.wav,0.020062923,4,engine_idling,0.523055792,0.50%,5
D:/UrbanSound8K_All4Eval/144068-5-5-0.wav,0.019810677,4,engine_idling,0.538300157,0.50%,5
D:/UrbanSound8K_All4Eval/144068-5-5-1.wav,0.019204617,4,engine_idling,0.496945262,0.48%,5
D:/UrbanSound8K_All4Eval/144068-5-5-2.wav,0.015832186,4,engine_idling,0.60221988,0.40%,5
D:/UrbanSound8K_All4Eval/144351-4-0-0.wav,0.01459837,4,drilling,0.933396399,0.36%,4
D:/UrbanSound8K_All4Eval/144351-4-0-1.wav,0.019692421,4,drilling,0.927391529,0.49%,4
D:/UrbanSound8K_All4Eval/144351-4-0-2.wav,0.016921759,4,drilling,0.713373721,0.42%,4
D:/UrbanSound8K_All4Eval/144351-4-1-1.wav,0.01509285,4,drilling,0.816761017,0.38%,4
D:/UrbanSound8K_All4Eval/144351-4-2-0.wav,0.022925854,4,drilling,0.958690941,0.57%,4
D:/UrbanSound8K_All4Eval/144351-4-2-2.wav,0.009655476,4,drilling,0.875395775,0.24%,4
D:/UrbanSound8K_All4Eval/144351-4-2-4.wav,0.015036583,4,drilling,0.809830725,0.38%,4
D:/UrbanSound8K_All4Eval/144351-4-2-5.wav,0.021576166,4,drilling,0.652754843,0.54%,4
D:/UrbanSound8K_All4Eval/144351-4-2-6.wav,0.019691706,4,drilling,0.904324949,0.49%,4
D:/UrbanSound8K_All4Eval/144351-4-3-1.wav,0.015067577,4,drilling,0.98037082,0.38%,4
D:/UrbanSound8K_All4Eval/144351-4-3-10.wav,0.020418882,4,drilling,0.997953594,0.51%,4
D:/UrbanSound8K_All4Eval/144351-4-3-11.wav,0.015059233,4,drilling,0.996739089,0.38%,4
D:/UrbanSound8K_All4Eval/144351-4-3-12.wav,0.011515617,4,drilling,0.997307777,0.29%,4
D:/UrbanSound8K_All4Eval/144351-4-3-14.wav,0.010039091,4,drilling,0.963134646,0.25%,4
D:/UrbanSound8K_All4Eval/144351-4-3-15.wav,0.009508848,4,drilling,0.721109867,0.24%,4
D:/UrbanSound8K_All4Eval/144351-4-3-2.wav,0.01970768,4,drilling,0.948593497,0.49%,4
D:/UrbanSound8K_All4Eval/144351-4-3-3.wav,0.019739389,4,drilling,0.932780683,0.49%,4
D:/UrbanSound8K_All4Eval/144351-4-3-4.wav,0.010035515,4,drilling,0.935429871,0.25%,4
D:/UrbanSound8K_All4Eval/144351-4-3-5.wav,0.019882441,4,drilling,0.791416883,0.50%,4
D:/UrbanSound8K_All4Eval/144351-4-3-7.wav,0.023225307,4,drilling,0.997362435,0.58%,4
D:/UrbanSound8K_All4Eval/14468-3-0-2.wav,0.020167112,4,dog_bark,0.479313523,0.50%,3
D:/UrbanSound8K_All4Eval/14468-3-0-3.wav,0.015068769,4,street_music,0.34848398,0.38%,3
D:/UrbanSound8K_All4Eval/14468-3-1-0.wav,0.015177965,2.146235828,dog_bark,0.477968872,0.71%,3
D:/UrbanSound8K_All4Eval/14468-3-5-0.wav,0.01981926,4,children_playing,0.252102464,0.50%,3
D:/UrbanSound8K_All4Eval/14470-2-0-10.wav,0.023738146,4,street_music,0.418193996,0.59%,2
D:/UrbanSound8K_All4Eval/14470-2-0-14.wav,0.015274525,4,children_playing,0.54186368,0.38%,2
D:/UrbanSound8K_All4Eval/14470-2-0-21.wav,0.019656658,4,dog_bark,0.686598957,0.49%,2
D:/UrbanSound8K_All4Eval/14470-2-0-4.wav,0.01505208,4,street_music,0.581748605,0.38%,2
D:/UrbanSound8K_All4Eval/14470-2-0-56.wav,0.015120268,4,dog_bark,0.490661889,0.38%,2
D:/UrbanSound8K_All4Eval/14470-2-0-65.wav,0.015089035,4,street_music,0.320664376,0.38%,2
D:/UrbanSound8K_All4Eval/14470-2-0-70.wav,0.020104408,4,dog_bark,0.457332373,0.50%,2
D:/UrbanSound8K_All4Eval/14470-2-0-72.wav,0.019538164,4,children_playing,0.374209285,0.49%,2
D:/UrbanSound8K_All4Eval/14527-9-0-0.wav,0.015033484,4,street_music,0.262399971,0.38%,9
D:/UrbanSound8K_All4Eval/14527-9-0-2.wav,0.024946451,4,street_music,0.728099465,0.62%,9
D:/UrbanSound8K_All4Eval/14527-9-0-3.wav,0.030097723,4,street_music,0.558509171,0.75%,9
D:/UrbanSound8K_All4Eval/14527-9-0-4.wav,0.01987052,4,street_music,0.817802072,0.50%,9
D:/UrbanSound8K_All4Eval/14527-9-0-5.wav,0.020099401,4,street_music,0.713766396,0.50%,9
D:/UrbanSound8K_All4Eval/14527-9-0-6.wav,0.020205498,4,street_music,0.432335109,0.51%,9
D:/UrbanSound8K_All4Eval/14527-9-0-7.wav,0.024200916,4,street_music,0.689414144,0.61%,9
D:/UrbanSound8K_All4Eval/145390-9-0-13.wav,0.009867907,4,street_music,0.694134414,0.25%,9
D:/UrbanSound8K_All4Eval/145390-9-0-15.wav,0.015069723,4,street_music,0.800423145,0.38%,9
D:/UrbanSound8K_All4Eval/145390-9-0-22.wav,0.015268564,4,street_music,0.474952936,0.38%,9
D:/UrbanSound8K_All4Eval/145390-9-0-26.wav,0.015043736,4,siren,0.768498778,0.38%,9
D:/UrbanSound8K_All4Eval/145390-9-0-3.wav,0.020344257,4,street_music,0.487707704,0.51%,9
D:/UrbanSound8K_All4Eval/145390-9-0-34.wav,0.005012274,4,street_music,0.353245676,0.13%,9
D:/UrbanSound8K_All4Eval/145390-9-0-7.wav,0.0150249,4,street_music,0.889635682,0.38%,9
D:/UrbanSound8K_All4Eval/145608-6-0-0.wav,0.015053749,1.008927083,gun_shot,0.198923126,1.49%,6
D:/UrbanSound8K_All4Eval/145608-6-1-0.wav,0.019866705,1.03,gun_shot,0.291413099,1.93%,6
D:/UrbanSound8K_All4Eval/145608-6-2-0.wav,0.015210152,0.9580625,gun_shot,0.363102973,1.59%,6
D:/UrbanSound8K_All4Eval/145608-6-3-0.wav,0.008512259,0.9071875,dog_bark,0.138186216,0.94%,6
D:/UrbanSound8K_All4Eval/145609-6-0-0.wav,0.020071507,1.265677083,jackhammer,0.181342393,1.59%,6
D:/UrbanSound8K_All4Eval/145609-6-1-0.wav,0.009658813,1.086635417,jackhammer,0.139812037,0.89%,6
D:/UrbanSound8K_All4Eval/145611-6-0-0.wav,0.009697914,1.15678125,gun_shot,0.529494941,0.84%,6
D:/UrbanSound8K_All4Eval/145611-6-1-0.wav,0.024921417,1.175447917,gun_shot,0.297471583,2.12%,6
D:/UrbanSound8K_All4Eval/145611-6-2-0.wav,0.009637117,1.1,gun_shot,0.236116126,0.88%,6
D:/UrbanSound8K_All4Eval/145611-6-3-0.wav,0.014939547,1.11946875,gun_shot,0.582479298,1.33%,6
D:/UrbanSound8K_All4Eval/145611-6-4-0.wav,0.015033484,1.06,gun_shot,0.546040297,1.42%,6
D:/UrbanSound8K_All4Eval/145612-6-0-0.wav,0.009841919,0.975083333,street_music,0.16023384,1.01%,6
D:/UrbanSound8K_All4Eval/145612-6-2-0.wav,0.014539719,0.91,gun_shot,0.194777146,1.60%,6
D:/UrbanSound8K_All4Eval/145612-6-3-0.wav,0.010102749,1.126145833,street_music,0.170215786,0.90%,6
D:/UrbanSound8K_All4Eval/145683-6-0-0.wav,0.024973154,1.23,gun_shot,0.471401781,2.03%,6
D:/UrbanSound8K_All4Eval/145683-6-1-0.wav,0.015261173,1.38,air_conditioner,0.203185111,1.11%,6
D:/UrbanSound8K_All4Eval/145683-6-2-0.wav,0.015061855,0.92,gun_shot,0.231977433,1.64%,6
D:/UrbanSound8K_All4Eval/145683-6-3-0.wav,0.016315222,0.98,gun_shot,0.219051078,1.66%,6
D:/UrbanSound8K_All4Eval/145683-6-4-0.wav,0.019673347,0.98,gun_shot,0.309029907,2.01%,6
D:/UrbanSound8K_All4Eval/146186-5-0-0.wav,0.020279408,4,engine_idling,0.883140564,0.51%,5
D:/UrbanSound8K_All4Eval/146186-5-0-1.wav,0.015089512,4,engine_idling,0.850635707,0.38%,5
D:/UrbanSound8K_All4Eval/146186-5-0-10.wav,0.01005435,4,engine_idling,0.875853896,0.25%,5
D:/UrbanSound8K_All4Eval/146186-5-0-11.wav,0.020028591,4,engine_idling,0.869808316,0.50%,5
D:/UrbanSound8K_All4Eval/146186-5-0-12.wav,0.020041943,4,engine_idling,0.851067722,0.50%,5
D:/UrbanSound8K_All4Eval/146186-5-0-13.wav,0.01004982,4,engine_idling,0.851870954,0.25%,5
D:/UrbanSound8K_All4Eval/146186-5-0-2.wav,0.009907484,4,engine_idling,0.887038708,0.25%,5
D:/UrbanSound8K_All4Eval/146186-5-0-3.wav,0.019774675,4,engine_idling,0.881417453,0.49%,5
D:/UrbanSound8K_All4Eval/146186-5-0-4.wav,0.024721861,4,engine_idling,0.854261875,0.62%,5
D:/UrbanSound8K_All4Eval/146186-5-0-5.wav,0.009765387,4,engine_idling,0.868078828,0.24%,5
D:/UrbanSound8K_All4Eval/146186-5-0-6.wav,0.020305157,4,engine_idling,0.835572124,0.51%,5
D:/UrbanSound8K_All4Eval/146186-5-0-7.wav,0.019938231,4,engine_idling,0.85662365,0.50%,5
D:/UrbanSound8K_All4Eval/146186-5-0-8.wav,0.020166397,4,engine_idling,0.879466176,0.50%,5
D:/UrbanSound8K_All4Eval/146186-5-0-9.wav,0.020086765,4,engine_idling,0.844091535,0.50%,5
D:/UrbanSound8K_All4Eval/146244-4-0-0.wav,0.010019541,2.046729167,drilling,0.829199672,0.49%,4
D:/UrbanSound8K_All4Eval/146343-3-0-0.wav,0.019922018,4,dog_bark,0.759940565,0.50%,3
D:/UrbanSound8K_All4Eval/146690-0-0-100.wav,0.019736767,4,engine_idling,0.503661215,0.49%,0
D:/UrbanSound8K_All4Eval/146690-0-0-112.wav,0.024446487,4,engine_idling,0.52203846,0.61%,0
D:/UrbanSound8K_All4Eval/146690-0-0-115.wav,0.020182133,4,engine_idling,0.466254681,0.50%,0
D:/UrbanSound8K_All4Eval/146690-0-0-116.wav,0.018604994,4,engine_idling,0.467185676,0.47%,0
D:/UrbanSound8K_All4Eval/146690-0-0-117.wav,0.019683123,4,engine_idling,0.464312106,0.49%,0
D:/UrbanSound8K_All4Eval/146690-0-0-125.wav,0.026373625,4,engine_idling,0.615517795,0.66%,0
D:/UrbanSound8K_All4Eval/146690-0-0-137.wav,0.024915218,4,engine_idling,0.46218574,0.62%,0
D:/UrbanSound8K_All4Eval/146690-0-0-140.wav,0.015161037,4,engine_idling,0.465363175,0.38%,0
D:/UrbanSound8K_All4Eval/146690-0-0-151.wav,0.010165215,4,engine_idling,0.460608006,0.25%,0
D:/UrbanSound8K_All4Eval/146690-0-0-154.wav,0.015057802,4,engine_idling,0.52994597,0.38%,0
D:/UrbanSound8K_All4Eval/146690-0-0-155.wav,0.020368576,4,engine_idling,0.531195581,0.51%,0
D:/UrbanSound8K_All4Eval/146690-0-0-165.wav,0.020085573,4,engine_idling,0.436501831,0.50%,0
D:/UrbanSound8K_All4Eval/146690-0-0-17.wav,0.020116568,4,engine_idling,0.477294803,0.50%,0
D:/UrbanSound8K_All4Eval/146690-0-0-18.wav,0.015082121,4,engine_idling,0.368212223,0.38%,0
D:/UrbanSound8K_All4Eval/146690-0-0-25.wav,0.019871712,4,engine_idling,0.506668389,0.50%,0
D:/UrbanSound8K_All4Eval/146690-0-0-35.wav,0.019979954,4,engine_idling,0.508364022,0.50%,0
D:/UrbanSound8K_All4Eval/146690-0-0-38.wav,0.025162458,4,engine_idling,0.43482554,0.63%,0
D:/UrbanSound8K_All4Eval/146690-0-0-43.wav,0.014551878,4,engine_idling,0.567560434,0.36%,0
D:/UrbanSound8K_All4Eval/146690-0-0-47.wav,0.020090818,4,engine_idling,0.438643575,0.50%,0
D:/UrbanSound8K_All4Eval/146690-0-0-64.wav,0.020155191,4,engine_idling,0.465183526,0.50%,0
D:/UrbanSound8K_All4Eval/146690-0-0-8.wav,0.020071745,4,engine_idling,0.426182806,0.50%,0
D:/UrbanSound8K_All4Eval/146690-0-0-80.wav,0.020031929,4,engine_idling,0.48275578,0.50%,0
D:/UrbanSound8K_All4Eval/146690-0-0-86.wav,0.010295391,4,engine_idling,0.483990461,0.26%,0
D:/UrbanSound8K_All4Eval/146690-0-0-87.wav,0.019927502,4,engine_idling,0.557568073,0.50%,0
D:/UrbanSound8K_All4Eval/146690-0-0-93.wav,0.01530385,4,engine_idling,0.514857233,0.38%,0
D:/UrbanSound8K_All4Eval/146709-0-0-1.wav,0.020297766,4,air_conditioner,0.538151979,0.51%,0
D:/UrbanSound8K_All4Eval/146709-0-0-11.wav,0.025276899,4,air_conditioner,0.575933397,0.63%,0
D:/UrbanSound8K_All4Eval/146709-0-0-12.wav,0.020177841,4,air_conditioner,0.596047223,0.50%,0
D:/UrbanSound8K_All4Eval/146709-0-0-17.wav,0.014987946,4,air_conditioner,0.718892157,0.37%,0
D:/UrbanSound8K_All4Eval/146709-0-0-18.wav,0.01971674,4,air_conditioner,0.647069573,0.49%,0
D:/UrbanSound8K_All4Eval/146709-0-0-19.wav,0.019767046,4,air_conditioner,0.533795953,0.49%,0
D:/UrbanSound8K_All4Eval/146709-0-0-20.wav,0.01966095,4,air_conditioner,0.558391094,0.49%,0
D:/UrbanSound8K_All4Eval/146709-0-0-22.wav,0.019709826,4,air_conditioner,0.596983671,0.49%,0
D:/UrbanSound8K_All4Eval/146709-0-0-25.wav,0.019909859,4,air_conditioner,0.463305414,0.50%,0
D:/UrbanSound8K_All4Eval/146709-0-0-26.wav,0.019643545,4,air_conditioner,0.492254078,0.49%,0
D:/UrbanSound8K_All4Eval/146709-0-0-3.wav,0.020225048,4,air_conditioner,0.630066335,0.51%,0
D:/UrbanSound8K_All4Eval/146709-0-0-30.wav,0.010088682,4,air_conditioner,0.536698222,0.25%,0
D:/UrbanSound8K_All4Eval/146709-0-0-33.wav,0.019889116,4,air_conditioner,0.632360935,0.50%,0
D:/UrbanSound8K_All4Eval/146709-0-0-34.wav,0.019920826,4,air_conditioner,0.556003571,0.50%,0
D:/UrbanSound8K_All4Eval/146709-0-0-37.wav,0.019640446,4,air_conditioner,0.584748328,0.49%,0
D:/UrbanSound8K_All4Eval/146709-0-0-44.wav,0.020078897,4,air_conditioner,0.69382596,0.50%,0
D:/UrbanSound8K_All4Eval/146709-0-0-48.wav,0.015084982,4,air_conditioner,0.606548429,0.38%,0
D:/UrbanSound8K_All4Eval/146709-0-0-53.wav,0.019806623,4,air_conditioner,0.51990521,0.50%,0
D:/UrbanSound8K_All4Eval/146709-0-0-59.wav,0.020351171,4,air_conditioner,0.60395813,0.51%,0
D:/UrbanSound8K_All4Eval/146709-0-0-63.wav,0.014565468,4,air_conditioner,0.639413655,0.36%,0
D:/UrbanSound8K_All4Eval/146709-0-0-65.wav,0.020110369,4,air_conditioner,0.623245239,0.50%,0
D:/UrbanSound8K_All4Eval/146709-0-0-66.wav,0.01992178,4,air_conditioner,0.523272455,0.50%,0
D:/UrbanSound8K_All4Eval/146709-0-0-68.wav,0.015214682,4,air_conditioner,0.53868264,0.38%,0
D:/UrbanSound8K_All4Eval/146709-0-0-7.wav,0.015235662,4,air_conditioner,0.532383084,0.38%,0
D:/UrbanSound8K_All4Eval/146714-0-0-0.wav,0.015034914,4,air_conditioner,0.513849378,0.38%,0
D:/UrbanSound8K_All4Eval/146714-0-0-12.wav,0.024991751,4,air_conditioner,0.4243595,0.62%,0
D:/UrbanSound8K_All4Eval/146714-0-0-13.wav,0.010123253,4,air_conditioner,0.453152448,0.25%,0
D:/UrbanSound8K_All4Eval/146714-0-0-17.wav,0.020185232,4,air_conditioner,0.590780139,0.50%,0
D:/UrbanSound8K_All4Eval/146714-0-0-18.wav,0.020377636,4,air_conditioner,0.501011491,0.51%,0
D:/UrbanSound8K_All4Eval/146714-0-0-2.wav,0.020480394,4,air_conditioner,0.53080076,0.51%,0
D:/UrbanSound8K_All4Eval/146714-0-0-21.wav,0.014559269,4,air_conditioner,0.475767195,0.36%,0
D:/UrbanSound8K_All4Eval/146714-0-0-22.wav,0.020071983,4,air_conditioner,0.677389026,0.50%,0
D:/UrbanSound8K_All4Eval/146714-0-0-27.wav,0.025314569,4,air_conditioner,0.447808564,0.63%,0
D:/UrbanSound8K_All4Eval/146714-0-0-33.wav,0.019683838,4,air_conditioner,0.429982334,0.49%,0
D:/UrbanSound8K_All4Eval/146714-0-0-35.wav,0.0200634,4,air_conditioner,0.32089892,0.50%,0
D:/UrbanSound8K_All4Eval/146714-0-0-36.wav,0.015098333,4,air_conditioner,0.421725154,0.38%,0
D:/UrbanSound8K_All4Eval/146714-0-0-38.wav,0.019634485,4,air_conditioner,0.445587814,0.49%,0
D:/UrbanSound8K_All4Eval/146714-0-0-41.wav,0.010053158,4,air_conditioner,0.485554457,0.25%,0
D:/UrbanSound8K_All4Eval/146714-0-0-43.wav,0.011981487,4,engine_idling,0.453447819,0.30%,0
D:/UrbanSound8K_All4Eval/146714-0-0-45.wav,0.020047665,4,air_conditioner,0.372782528,0.50%,0
D:/UrbanSound8K_All4Eval/146714-0-0-47.wav,0.019646883,4,air_conditioner,0.399109781,0.49%,0
D:/UrbanSound8K_All4Eval/146714-0-0-49.wav,0.01889205,4,engine_idling,0.373042107,0.47%,0
D:/UrbanSound8K_All4Eval/146714-0-0-50.wav,0.020011187,4,air_conditioner,0.522731483,0.50%,0
D:/UrbanSound8K_All4Eval/146714-0-0-53.wav,0.02007103,4,air_conditioner,0.331738681,0.50%,0
D:/UrbanSound8K_All4Eval/146714-0-0-55.wav,0.014549017,4,air_conditioner,0.437489599,0.36%,0
D:/UrbanSound8K_All4Eval/146714-0-0-56.wav,0.015072346,4,air_conditioner,0.607509613,0.38%,0
D:/UrbanSound8K_All4Eval/146714-0-0-58.wav,0.020065069,4,air_conditioner,0.456590712,0.50%,0
D:/UrbanSound8K_All4Eval/146714-0-0-6.wav,0.015347481,4,air_conditioner,0.454057336,0.38%,0
D:/UrbanSound8K_All4Eval/146845-0-0-0.wav,0.014595509,4,engine_idling,0.373247564,0.36%,0
D:/UrbanSound8K_All4Eval/146845-0-0-1.wav,0.015059471,4,engine_idling,0.44880268,0.38%,0
D:/UrbanSound8K_All4Eval/146845-0-0-10.wav,0.020091772,4,air_conditioner,0.359516412,0.50%,0
D:/UrbanSound8K_All4Eval/146845-0-0-11.wav,0.015065193,4,engine_idling,0.409335971,0.38%,0
D:/UrbanSound8K_All4Eval/146845-0-0-12.wav,0.020011663,4,air_conditioner,0.374044836,0.50%,0
D:/UrbanSound8K_All4Eval/146845-0-0-13.wav,0.014623642,4,air_conditioner,0.349194169,0.37%,0
D:/UrbanSound8K_All4Eval/146845-0-0-14.wav,0.020226002,4,air_conditioner,0.37504372,0.51%,0
D:/UrbanSound8K_All4Eval/146845-0-0-15.wav,0.02026844,4,engine_idling,0.406495303,0.51%,0
D:/UrbanSound8K_All4Eval/146845-0-0-16.wav,0.019757748,4,engine_idling,0.402815819,0.49%,0
D:/UrbanSound8K_All4Eval/146845-0-0-17.wav,0.015035391,4,engine_idling,0.357613951,0.38%,0
D:/UrbanSound8K_All4Eval/146845-0-0-18.wav,0.015024424,4,air_conditioner,0.396002978,0.38%,0
D:/UrbanSound8K_All4Eval/146845-0-0-19.wav,0.015108347,4,engine_idling,0.428090632,0.38%,0
D:/UrbanSound8K_All4Eval/146845-0-0-2.wav,0.020063639,4,engine_idling,0.442680389,0.50%,0
D:/UrbanSound8K_All4Eval/146845-0-0-20.wav,0.0150249,4,engine_idling,0.481339574,0.38%,0
D:/UrbanSound8K_All4Eval/146845-0-0-21.wav,0.015062094,4,engine_idling,0.360851943,0.38%,0
D:/UrbanSound8K_All4Eval/146845-0-0-22.wav,0.019943953,4,engine_idling,0.356705785,0.50%,0
D:/UrbanSound8K_All4Eval/146845-0-0-24.wav,0.02009058,4,engine_idling,0.441196382,0.50%,0
D:/UrbanSound8K_All4Eval/146845-0-0-25.wav,0.025312662,4,air_conditioner,0.409255087,0.63%,0
D:/UrbanSound8K_All4Eval/146845-0-0-26.wav,0.010208607,4,air_conditioner,0.451531708,0.26%,0
D:/UrbanSound8K_All4Eval/146845-0-0-27.wav,0.019873142,4,air_conditioner,0.371288627,0.50%,0
D:/UrbanSound8K_All4Eval/146845-0-0-3.wav,0.020150185,4,air_conditioner,0.417350113,0.50%,0
D:/UrbanSound8K_All4Eval/146845-0-0-30.wav,0.015251875,4,engine_idling,0.378457367,0.38%,0
D:/UrbanSound8K_All4Eval/146845-0-0-31.wav,0.009550571,4,engine_idling,0.387091011,0.24%,0
D:/UrbanSound8K_All4Eval/146845-0-0-32.wav,0.010133743,4,engine_idling,0.395671368,0.25%,0
D:/UrbanSound8K_All4Eval/146845-0-0-33.wav,0.013830423,4,engine_idling,0.445602655,0.35%,0
D:/UrbanSound8K_All4Eval/146845-0-0-35.wav,0.020073414,4,engine_idling,0.36200133,0.50%,0
D:/UrbanSound8K_All4Eval/146845-0-0-36.wav,0.010092735,4,air_conditioner,0.36521551,0.25%,0
D:/UrbanSound8K_All4Eval/146845-0-0-5.wav,0.018927097,4,air_conditioner,0.406734645,0.47%,0
D:/UrbanSound8K_All4Eval/146845-0-0-6.wav,0.01503253,4,engine_idling,0.420006365,0.38%,0
D:/UrbanSound8K_All4Eval/146845-0-0-7.wav,0.020056486,4,engine_idling,0.396038085,0.50%,0
D:/UrbanSound8K_All4Eval/146845-0-0-8.wav,0.019691944,4,air_conditioner,0.408050358,0.49%,0
D:/UrbanSound8K_All4Eval/146845-0-0-9.wav,0.019885063,4,engine_idling,0.368184686,0.50%,0
D:/UrbanSound8K_All4Eval/147019-4-0-0.wav,0.020267725,3.907006803,drilling,0.944399536,0.52%,4
D:/UrbanSound8K_All4Eval/147491-9-0-0.wav,0.020940065,4,children_playing,0.417684615,0.52%,9
D:/UrbanSound8K_All4Eval/147491-9-0-5.wav,0.015022516,4,air_conditioner,0.277573884,0.38%,9
D:/UrbanSound8K_All4Eval/147491-9-2-10.wav,0.015079498,4,engine_idling,0.21194829,0.38%,9
D:/UrbanSound8K_All4Eval/147491-9-2-25.wav,0.009637833,4,street_music,0.332825303,0.24%,9
D:/UrbanSound8K_All4Eval/147491-9-2-32.wav,0.019854069,4,air_conditioner,0.314628541,0.50%,9
D:/UrbanSound8K_All4Eval/147491-9-2-6.wav,0.019993067,4,air_conditioner,0.23862718,0.50%,9
D:/UrbanSound8K_All4Eval/14772-7-5-0.wav,0.010028839,2.1,jackhammer,0.270650566,0.48%,7
D:/UrbanSound8K_All4Eval/14772-7-6-0.wav,0.010075569,2.21,jackhammer,0.247909978,0.46%,7
D:/UrbanSound8K_All4Eval/14772-7-7-0.wav,0.010040998,2.017732426,drilling,0.268603474,0.50%,7
D:/UrbanSound8K_All4Eval/14772-7-9-0.wav,0.014915705,3.895328798,jackhammer,0.347581208,0.38%,7
D:/UrbanSound8K_All4Eval/147764-4-1-0.wav,0.020103693,3.076417234,drilling,0.990271509,0.65%,4
D:/UrbanSound8K_All4Eval/147764-4-4-0.wav,0.019747972,4,drilling,0.985367239,0.49%,4
D:/UrbanSound8K_All4Eval/147764-4-4-1.wav,0.019925594,4,drilling,0.984685779,0.50%,4
D:/UrbanSound8K_All4Eval/147764-4-4-2.wav,0.019950628,4,drilling,0.986691058,0.50%,4
D:/UrbanSound8K_All4Eval/147764-4-6-0.wav,0.020035505,4,drilling,0.984535813,0.50%,4
D:/UrbanSound8K_All4Eval/14780-9-0-0.wav,0.020099401,4,street_music,0.704239428,0.50%,9
D:/UrbanSound8K_All4Eval/14780-9-0-1.wav,0.010041475,4,street_music,0.660989642,0.25%,9
D:/UrbanSound8K_All4Eval/14780-9-0-2.wav,0.020054817,4,street_music,0.8135674,0.50%,9
D:/UrbanSound8K_All4Eval/147926-0-0-10.wav,0.020030737,4,air_conditioner,0.414375007,0.50%,0
D:/UrbanSound8K_All4Eval/147926-0-0-11.wav,0.010122538,4,air_conditioner,0.436524242,0.25%,0
D:/UrbanSound8K_All4Eval/147926-0-0-12.wav,0.020134926,4,engine_idling,0.377058983,0.50%,0
D:/UrbanSound8K_All4Eval/147926-0-0-16.wav,0.020160198,4,engine_idling,0.357540548,0.50%,0
D:/UrbanSound8K_All4Eval/147926-0-0-17.wav,0.015090704,4,engine_idling,0.397735924,0.38%,0
D:/UrbanSound8K_All4Eval/147926-0-0-2.wav,0.020085812,4,engine_idling,0.426193357,0.50%,0
D:/UrbanSound8K_All4Eval/147926-0-0-20.wav,0.015033007,4,engine_idling,0.348504543,0.38%,0
D:/UrbanSound8K_All4Eval/147926-0-0-21.wav,0.020076275,4,engine_idling,0.378202289,0.50%,0
D:/UrbanSound8K_All4Eval/147926-0-0-27.wav,0.020862341,4,engine_idling,0.364675552,0.52%,0
D:/UrbanSound8K_All4Eval/147926-0-0-28.wav,0.015023947,4,engine_idling,0.348017424,0.38%,0
D:/UrbanSound8K_All4Eval/147926-0-0-34.wav,0.020231485,4,engine_idling,0.443444222,0.51%,0
D:/UrbanSound8K_All4Eval/147926-0-0-35.wav,0.0201056,4,engine_idling,0.393540353,0.50%,0
D:/UrbanSound8K_All4Eval/147926-0-0-36.wav,0.014553308,4,engine_idling,0.443966568,0.36%,0
D:/UrbanSound8K_All4Eval/147926-0-0-37.wav,0.015076637,4,engine_idling,0.334339589,0.38%,0
D:/UrbanSound8K_All4Eval/147926-0-0-39.wav,0.020120621,4,engine_idling,0.414223433,0.50%,0
D:/UrbanSound8K_All4Eval/147926-0-0-4.wav,0.021558046,4,engine_idling,0.325589448,0.54%,0
D:/UrbanSound8K_All4Eval/147926-0-0-41.wav,0.015108347,4,engine_idling,0.435219467,0.38%,0
D:/UrbanSound8K_All4Eval/147926-0-0-42.wav,0.015025139,4,engine_idling,0.41646412,0.38%,0
D:/UrbanSound8K_All4Eval/147926-0-0-44.wav,0.018417597,4,engine_idling,0.301198423,0.46%,0
D:/UrbanSound8K_All4Eval/147926-0-0-5.wav,0.025084734,4,engine_idling,0.380110115,0.63%,0
D:/UrbanSound8K_All4Eval/147926-0-0-50.wav,0.021632195,4,engine_idling,0.383915901,0.54%,0
D:/UrbanSound8K_All4Eval/147926-0-0-52.wav,0.020441771,4,engine_idling,0.43252629,0.51%,0
D:/UrbanSound8K_All4Eval/147926-0-0-54.wav,0.019585371,4,engine_idling,0.400981098,0.49%,0
D:/UrbanSound8K_All4Eval/147926-0-0-7.wav,0.018368959,4,engine_idling,0.27633968,0.46%,0
D:/UrbanSound8K_All4Eval/148463-7-2-0.wav,0.020231009,4,air_conditioner,0.42504704,0.51%,7
D:/UrbanSound8K_All4Eval/148463-7-2-1.wav,0.01017189,4,air_conditioner,0.224801764,0.25%,7
D:/UrbanSound8K_All4Eval/148463-7-2-2.wav,0.015387297,4,children_playing,0.352664709,0.38%,7
